Timestamp,Name,Value
11.876931,"Pressure (psi)",-0.4106583072100314
11.876938,"IMU Yaw Angle (deg)",-0.020732482597231865
11.880015,"Pressure (psi)",-0.4106583072100314
11.880282,"IMU Yaw Angle (deg)",-0.020732482597231865
11.883308,"Pressure (psi)",-0.4106583072100314
11.883576,"IMU Yaw Angle (deg)",-0.021179319038987156
11.88653,"Pressure (psi)",-0.4106583072100314
11.886537,"IMU Yaw Angle (deg)",-0.021179319038987156
11.892265,"Pressure (psi)",-0.4106583072100314
11.892272,"IMU Yaw Angle (deg)",-0.021179319038987156
11.894116,"Pressure (psi)",-0.4106583072100314
11.894124,"IMU Yaw Angle (deg)",-0.021083280533552164
11.899088,"Pressure (psi)",-0.4106583072100314
11.8991,"IMU Yaw Angle (deg)",-0.021083280533552164
11.901562,"Pressure (psi)",-0.4106583072100314
11.901569,"IMU Yaw Angle (deg)",-0.021083280533552164
11.902967,"Pressure (psi)",-0.4106583072100314
11.902973,"IMU Yaw Angle (deg)",-0.021083280533552164
11.919007,"Pressure (psi)",-0.4106583072100314
11.919021,"IMU Yaw Angle (deg)",-0.022816993921995158
11.929257,"Pressure (psi)",-0.4491392801251983
11.929264,"IMU Yaw Angle (deg)",-0.023077729180455205
11.939127,"Pressure (psi)",-0.4491392801251983
11.939143,"IMU Yaw Angle (deg)",-0.023046173125505443
11.949882,"Pressure (psi)",-0.4491392801251983
11.94989,"IMU Yaw Angle (deg)",-0.0231813238710165
11.956898,"Pressure (psi)",-0.4491392801251983
11.956905,"IMU Yaw Angle (deg)",-0.023724323138594624
11.959721,"Pressure (psi)",-0.4491392801251983
11.959728,"IMU Yaw Angle (deg)",-0.023724323138594624
11.963001,"Pressure (psi)",-0.4491392801251983
11.963008,"IMU Yaw Angle (deg)",-0.023724323138594624
11.966373,"Pressure (psi)",-0.4491392801251983
11.96638,"IMU Yaw Angle (deg)",-0.023724323138594624
11.969824,"Pressure (psi)",-0.4491392801251983
11.969839,"IMU Yaw Angle (deg)",-0.02384472884237766
11.976983,"Pressure (psi)",-0.4491392801251983
11.976991,"IMU Yaw Angle (deg)",-0.02384472884237766
11.982125,"Pressure (psi)",-0.4491392801251983
11.982132,"IMU Yaw Angle (deg)",-0.022787850648164742
11.984305,"Pressure (psi)",-0.4491392801251983
11.984312,"IMU Yaw Angle (deg)",-0.022787850648164742
11.987559,"Pressure (psi)",-0.4491392801251983
11.987566,"IMU Yaw Angle (deg)",-0.022787850648164742
11.99025,"Pressure (psi)",-0.4491392801251983
11.990257,"IMU Yaw Angle (deg)",-0.02271037128567695
11.991925,"Pressure (psi)",-0.4491392801251983
11.991932,"IMU Yaw Angle (deg)",-0.02271037128567695
11.993757,"Pressure (psi)",-0.4491392801251983
11.993764,"IMU Yaw Angle (deg)",-0.02271037128567695
11.995599,"Pressure (psi)",-0.4491392801251983
11.995606,"IMU Yaw Angle (deg)",-0.02271037128567695
12.000416,"Pressure (psi)",-0.4491392801251983
12.000424,"IMU Yaw Angle (deg)",-0.02274212045967578
12.003814,"Pressure (psi)",-0.4491392801251983
12.003822,"IMU Yaw Angle (deg)",-0.02274212045967578
12.005598,"Pressure (psi)",-0.4491392801251983
12.005605,"IMU Yaw Angle (deg)",-0.02274212045967578
12.008714,"Pressure (psi)",-0.4491392801251983
12.008721,"IMU Yaw Angle (deg)",-0.02274212045967578
12.027853,"Pressure (psi)",-0.4491392801251983
12.027868,"IMU Yaw Angle (deg)",-0.022652840316295615
12.037752,"Pressure (psi)",-0.4491392801251983
12.037761,"IMU Yaw Angle (deg)",-0.02358555905520915
